rank,code,name,market,mktcap,sector,close,stop,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,score_details,base_stop,strat1_type,strat1_name,strat1_entry,strat1_stop,strat1_risk,strat2_type,strat2_name,strat2_entry,strat2_stop,strat2_risk,strat3_type,strat3_name,strat3_entry,strat3_stop,strat3_risk,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
1,035510,신세계 I&C,KOSPI,251656200000,"IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",18000.0,17396.75,21.0,25.0,20.0,5,10.0,81.0,3.351388888888889,3.361344537815126,31.67795297512585,B,16416.5,16663.2,17867.722384479443,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_safe"": 10}",13850.0,oneil,Pocket Pivot,18000.0,17396.75,3.351388888888889,breakout,돌파,18360.0,17455.125,4.928513071895424,pullback,눌림목,16416.5,15692.6,4.409587914598116,1,2278488070.0,-343483800.0,2026-01-23 16:59,2,,0
2,004700,조광피혁,KOSPI,490041470600,"가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매",73700.0,72700.0,20.0,24.0,18.0,6,10.0,78.0,1.3568521031207599,0.8403361344537815,27.05078010082965,A,67300.0,68644.0,72975.82158698181,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_a"": 4, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_safe"": 10}",72700.0,oneil,Pocket Pivot,73700.0,70460.0,4.396200814111262,breakout,돌파,75174.0,70314.0,6.465001197222444,pullback,눌림목,67300.0,63935.0,5.0,1,-28274300.0,52592300.0,2026-01-23 16:59,2,,0
3,214180,헥토이노베이션,KOSDAQ,218938233950,휴대폰부가서비스,16850.0,16253.0,21.0,23.0,16.0,4,10.0,74.0,3.5430267062314535,17.647058823529413,36.009896985271276,C,16040.5,16152.0,17449.385536837322,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_c"": 3, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_safe"": 10}",15110.0,oneil,Pocket Pivot,16850.0,16253.0,3.5430267062314535,breakout,돌파,17449.385536837322,16553.885536837322,5.131985869127104,pullback,눌림목,16040.5,15324.1,4.466194944047876,0,-186959680.0,41790360.0,2026-01-23 16:59,2,,0
4,340570,티앤엘,KOSDAQ,396646400000,"창상치료재, 정형외과용 고정재",48800.0,47420.0,15.0,23.0,20.0,6,10.0,74.0,2.8278688524590163,18.48739495798319,46.050120089516376,C,46215.0,46576.0,49854.389209936206,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_c"": 3, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_safe"": 10}",43100.0,oneil,Pocket Pivot,48800.0,47420.0,2.8278688524590163,breakout,돌파,49854.389209936206,47784.389209936206,4.152091787311356,pullback,눌림목,46215.0,44559.0,3.5832521908471278,1,-187415450.0,43957500.0,2026-01-23 16:59,2,,0
5,031430,신세계인터내셔날,KOSPI,402910200000,"섬유, 의복, 신발 및 가죽제품 소매",11400.0,10453.3,24.0,10.0,20.0,9,10.0,73.0,3.7936588284018287,28.571428571428573,37.50279207841458,-,10865.5,10808.0,11698.482238943921,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_safe"": 10}",10380.0,pullback,눌림목,10865.5,10453.3,3.7936588284018287,breakout,돌파,11698.482238943921,11183.232238943921,4.40441750883501,oneil,오닐,11400.0,11056.5,3.013157894736842,1,1232196310.0,201280850.0,2026-01-23 16:59,2,,0
6,001080,만호제강,KOSPI,222025000000,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",53500.0,50800.0,23.0,15.0,20.0,5,9.0,72.0,5.046728971962617,31.092436974789916,25.361394233354748,B,44527.5,43290.0,51889.42636980767,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",41000.0,oneil,Pocket Pivot,53500.0,50800.0,5.046728971962617,breakout,돌파,54570.0,50520.0,7.421660252886202,pullback,눌림목,44527.5,41287.5,7.276402223345125,2,881687200.0,-438450.0,2026-01-23 16:59,2,,0
7,053610,프로텍,KOSDAQ,410300000000,"Dispenser, Tray Feeder, 공압실린더",37300.0,33693.0,23.0,10.0,20.0,7,9.0,69.0,5.462962962962963,33.61344537815126,28.420486786554186,-,35640.0,34669.0,37815.948857097916,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",32150.0,pullback,눌림목,35640.0,33693.0,5.462962962962963,breakout,돌파,37815.948857097916,35382.198857097916,6.435776632755822,oneil,오닐,37300.0,36270.0,2.7613941018766757,0,118349700.0,991940600.0,2026-01-23 16:59,2,,0
8,210980,SK디앤디,KOSPI,237185446680,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",12740.0,12710.0,20.0,20.0,12.0,6,10.0,68.0,0.9584664536741214,2.5210084033613445,49.07924171157901,R,12833.0,12731.4,13072.090276043396,True,True,"{""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_safe"": 10}",12710.0,pullback,눌림목,12833.0,12710.0,0.9584664536741214,breakout,돌파,13072.090276043396,12735.340276043396,2.5760991003645826,oneil,오닐,12740.0,12693.0,0.36891679748822603,1,-173783940.0,96283500.0,2026-01-23 16:59,2,,0
9,001940,KISCO홀딩스,KOSPI,368585880000,지주사업,26000.0,26301.834506724255,16.0,20.0,10.0,12,10.0,68.0,3.361889861857146,19.327731092436974,36.12601597741301,R,25667.5,26032.0,27216.834506724255,True,True,"{""trend_ma20"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_dryup"": 5, ""vol_today"": 5, ""risk_safe"": 10}",24800.0,breakout,돌파,27216.834506724255,26301.834506724255,3.361889861857146,pullback,눌림목,25667.5,24935.5,2.8518554592383363,oneil,오닐,26000.0,24440.0,6.0,4,344809750.0,1018948000.0,2026-01-23 16:59,2,,0
10,005430,한국공항,KOSPI,214995504500,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",67900.0,63600.0,22.0,20.0,15.0,0,10.0,67.0,2.0935960591133003,15.126050420168067,24.594579910733835,R,64960.0,62342.0,67971.26310369777,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 5, ""risk_safe"": 10}",63600.0,pullback,눌림목,64960.0,63600.0,2.0935960591133003,breakout,돌파,67971.26310369777,63786.26310369777,6.157013727426713,oneil,오닐,67900.0,66510.0,2.0471281296023562,0,-541712800.0,-199696600.0,2026-01-23 16:59,2,,0
